product_name,product_price,Rate,Review,text,labels,sentiment_code
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,1.0,utterly disappointed,i received faulty piece the battery was not chargingwithin 20 days of use i sent it back to the company under warrenty but they delievered me back the product unrepaired this is not expected from boat if u r buying this dont expect good service from boat supporrt even their customer care number is not responsive they dont reply your emails also,negative,0
philips hr762700 650 w food processorwhite,4319.0,5.0,super,excellent product,positive,2
prestige prwo 182 electric rice cooker with steaming feature18 l white,2454.0,1.0,did not meet expectations,worst product it was not work with in 2months,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,worth every penny,buy sdcard and mini usb cable separatelyi am a beginner so i cant go into the technical stuff the product is well made light weight very userfriendly for novice enthusiasts i think it is very well priced for its features flipkart delivered the product on time and safely5 stars,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,4.0,best in segment by price,well i am not used to writing reviews but i always wanted toi bought this product by viewing many review videos on youtube and also searched throughout the internetthis product is great if you go by bass due to bass enrichment i believe it is sort ofnot so noticeable low in a trebleif you love ear shattering bass then take it it is loud and heavybass,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,2.0,not good,not good with in a month 1 jar broke and it very noisy and after purchase i called for demo but nobody came for demo i asked for return too but there is no policy for return after a month,negative,0
candes florence 1200 mm energy saving 3 blade ceiling fansilver blue pack of 2,2879.0,1.0,very poor,fully noise not anti dust fan waste of moneyand asking for 5 star rating otherwise they wont provide warrenty,negative,0
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,1.0,horrible,quality is very bad,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,4.0,good quality product,awesome,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,must buy,so nice clear sound and fabulous bass love its this product thnqq,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,1.0,very poor,nice product and good sound,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,wonderful,one of best brand,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,mindblowing purchase,thank you,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,4.0,good quality product,best quality worth for your money super bass,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,1.0,terrible product,bakwassetup too longor if link one phone after that need to another phone you head gone,negative,0
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,4.0,really nice,chimney ripple 90 auto clean was delivered on time n installed next day without any problem mechanic was good n explained nicely nicely managed by flipkart though it is too early chimney is observed to giving buzzing sound ie sound more than expected co has not mentionied db level in specification so one must check it before purchase,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,1.0,worst experience ever,very bad product dont buy this is totally waste of money,negative,0
fashion tree tw12 steel toe genuine leather safety shoeblack sb,799.0,1.0,hated it,bad product,negative,0
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,5.0,mindblowing purchase,very good product it made my cooking time very easy and fast thank you flipkart price is also very less very much satisfied with the product and highly recommended frds,positive,2
tata sky tatasky 03 dth univeral sd  hd set up box remote controller with batteries black tatasky remote controllerblack,205.0,5.0,highly recommended,good one,positive,2
aroma nb119 titanium  48 hours playtime bluetooth neckband bluetooth headsetgreen in the ear,499.0,5.0,excellent,good product,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,awesome,great product,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,1.0,absolute rubbish,water pump was not working,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,simply awesome,nice,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,4.0,really nice,working nicely,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,4.0,good quality product,fully satisfied,positive,2
inalsa easy prep 800 w food processorblack,4399.0,5.0,simply awesome,wonderful producti specially wanted a food processor with single attachment since changing attachments is cumbersomethis one gives all functions in a single attachmentand the blades are very sharp overall it does a wonderful workstrongly recommended,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,awesome,good,positive,2
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,5.0,best in the market,good,positive,2
bosch sms66gw01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,42000.0,5.0,must kitchen gadget,utensils come out of dishwasher just like newits a blessing for me,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,5.0,highly recommended,i loved this item worth the 7500 rupees its too big than whatever we expected,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,perfect product,nice i am satisfied,positive,2
arrowmax professional antislip fitness black  pack of 2  easy comfort wrist supportblack,245.0,5.0,terrific purchase,awsum,positive,2
candes florence 1200 mm energy saving 3 blade ceiling fansilver blue pack of 2,2879.0,3.0,decent product,fan is good looks nice but very low air flow not satisfied with air delivery and packaging was not good wet with water due to rainy season,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,1.0,hated it,product is okey built quality may be increase in this price segmentbut flipkart delivery service for this product is very poor which is delivered by the ecom express,negative,0
pigeon favourite electric kettle15 l silver black,699.0,5.0,great product,nights product,positive,2
inalsa easy prep 800 w food processorblack,4399.0,5.0,terrific,awesome,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,good choice,nice one,positive,2
ssww multipurpose heavyduty reusable washable nitrile coated work safety hand gloves for dishwashing gardening industrial agricultural cleaning carwash for men  women  pack of 10 pair gloves  synthetic  safety gloves20,480.0,3.0,just okay,useful,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,super,fabulous i loved it thank you flipkart,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,awesome,excellent product for 9k yet to get it installed and check the performance,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,4.0,delightful,awsme feel product,positive,2
oneplus bullets wireless z2 with fast charge 30 hrs battery life earphones with mic bluetooth headsetmagico black in the ear,1999.0,5.0,terrific,one of the best neckband sound quality is good and build quality is good worth to buy,positive,2
pigeon favourite electric kettle15 l silver black,699.0,1.0,dont waste your money,its a very very very bad product within a month it stops working now flipkart will say only 10 days replacement guarantee but now what to do i am totally confused please please please dont buy any electronic products from flipkart or online,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,fabulous,really good but the installation is worst they took 2 weeks to install,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,simply awesome,very good,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,must buy,super bass an sound quality super 5 ster oneplus super battery backup super powered bass boos an sound,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,4.0,good quality product,product are supoptransfer speeds 90130mbps maximumdifferent types file different types of speed transfer maximum 130 high speed love it 30 usb,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,3.0,good,no dust filterno remote control plastic bodyneed to check performance ill review in next one month usage,negative,0
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,very functional,looks durable it is very compact and feels almost like a 25 inch sata drive seagate software for backup and locking the drive is pretty good too would have loved a type c connector in the box but it is what it is 18 tb is usable out of 2 tb,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,must buy,vary good hood vary nic rate8999 thousendsame ilaka hooodrs122200so vary good quality,positive,2
luminous vento dlx 150 mm 5 blade exhaust fanwhite,1448.0,5.0,great product,good,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,best in the market,superb,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,brilliant,very good kettle,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,worth every penny,super good otg support i am happy 136tb available speed 274 mbps good,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,perfect product,nice and good,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,wonderful,amazing light in weight handy pocket sizedavailability of space is 136tb which is good enoughinstead of 1 tb go for 15tb as extra 360gb is offered theres a good value,positive,2
inalsa verve 800w food processor with 100 pure copper motor 2 multipurpose jars  11 accessories 800 w food processorblackrose gold,6495.0,5.0,highly recommended,inalsa food processor is the best,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,excellent,fabulous thank you flip kart,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,perfect product,good suction will use further as update again if needed fitting done by faber company associate and very quick in box pipe is ruthless and like thin alluminium foil wrap however i purchased additional good quality aftermarket alluminium semiflexible pipe which works well,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,highly recommended,very good,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,3.0,just okay,transfer rate is slow,neutral,1
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,brilliant,superb cooking and fast cook,positive,2
konvio neer pen type tds 0012 digital tds meter,299.0,4.0,pretty good,does the job,positive,2
motorola motodw12ps free standing 12 place settings with uv sterilisation flexi rack low decibel wash dishwasher,26990.0,5.0,just wow,does it job,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,worth every penny,i love this camera wonderful,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,5.0,mindblowing purchase,i write this review after 2 days of usegood in market valuable product good sound quality design,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,3.0,just okay,nice,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanbrown pack of 1,1349.0,4.0,wonderful,excellent packaging by flipkart and bajaj i will update about the fan after use,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,3.0,nice,very hard to pair with google home instead buy mi smart speaker very much user friendly,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,wonderful,i am in love for normal photography and for beginners it is amazing writing this after 20 days of use and sharing few shots from my first dslr,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,mindblowing purchase,best price and product,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,great product,thanks for this product flipkart excellent,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,wonderful,it is the best product in this prize range bass treble and audio base is just perfect just keep in mind that this headphone is not for continuos use more than 1 hourfitting is good,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,1.0,dont waste your money,product packing damaged,negative,0
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,simply awesome,value for money,positive,2
google nest mini 2nd gen with google assistant with google assistant smart speakercharcoal,3499.0,4.0,good quality product,nice product,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,highly recommended,good products,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,5.0,best food processor,just simply awesome best in this price sectionjust stop comparing from other products and purchase this at one shot based on the offers availablei purchased bajaj product based on the service center available in mine home town to be on the safer side in future use,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,brilliant,i love this speaker with google assistant,positive,2
airtel regular digital tv dth remote compatible with sd and hd recording black airtel remote controllerblack,215.0,2.0,not good,poor quality,negative,0
ifb neptune vx plus free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,41990.0,4.0,wonderful,the seller delivered a returned product which was not new however flipkart arranged for a refund the product was bought from a local store and works fine,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,wonderful,wow product is amazing super speed light weight and also handy i love it wd is the best brand than others,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,1.0,dont waste your money,very bad machine please dont buy it you have to take leave from your office to get it repaired within 5 months i suffering you please ignore this cooler,negative,0
pigeon favourite electric kettle15 l silver black,699.0,5.0,just wow,good work,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,wonderful,best dslr,positive,2
f ferons wireless rechargeable portable premium bass multimedia ffrtg113 9 w bluetooth speakerblack stereo channel,435.0,1.0,absolute rubbish,sound quality 0bass 0,negative,0
oneplus bullets wireless z2 with fast charge 30 hrs battery life earphones with mic bluetooth headsetmagico black in the ear,1999.0,5.0,simply awesome,excellent product superb bass worth for money full clear and crisp sound battery is very powerful,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,4.0,good quality product,amazing earphones love this,positive,2
ifb neptune vx free standing 12 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,38490.0,3.0,decent product,it cannot clean tough stains,negative,0
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,3.0,nice,knives and plates are not properly cleaned they still have stains and food stuck on them,negative,0
lakm eyeconic kajal twin packdeep black 07 g,218.0,4.0,good quality product,god,positive,2
ozarro black genuine leather steel toe safety shoe s4422 steel toe genuine leather safety shoeblack s1,999.0,5.0,terrific purchase,supperb productlooking awesomeafter wear shoe looking fantasticgood quality product in thus pricetotal paisa wasoolthank you flipkart,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,5.0,brilliant,amazing product it works wonders in 45c and always go for wood woolen pads as theyre better than honeycomb,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,2.0,slightly disappointed,packet quality is so bad,negative,0
ifb neptune vx plus free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,41990.0,4.0,worth the money,good performance need a little bit adjustment for vessels placement and positive attitude to get success satisfied,positive,2
the sharp club sh2004bk steel toe leather safety shoeblack s1,749.0,5.0,nice product,good product and looking very nice,positive,2
prestige prwo 182 electric rice cooker with steaming feature18 l white,2454.0,4.0,wonderful,not good not bad,negative,0
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,excellent,assal theskokandi fully hanging,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,1.0,useless product,its not worth the money it will be better to purchase a battery backup speaker with high sound quality and connect with phone,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,terrific,nice installation and good product,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,must buy,i love it this product and sensors and auto cleaning function will be excellent and work condition very goodamazing product thanks to flipkart,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,5.0,wonderful,good product in this price,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,1.0,not recommended at all,it is better than a speaker if you are looking for a speaker buy this one its not a headphone its a speaker,neutral,1
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,awesome,works very well with the 30 port averaging 700 mbps transfer speed upto 1gbps while copying large files light weight product and cant believe how compact it is i can carry it easily in my pocket smaller than a smartphone,positive,2
airtel regular digital tv sdhd dth compatible remote universal remote controllerblack,209.0,5.0,worth every penny,nicenice,positive,2
motorola motodw12ps free standing 12 place settings with uv sterilisation flexi rack low decibel wash dishwasher,26990.0,5.0,worth every penny,nice,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,terrific,i love you canon so much good picture quality,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,good quality product,nice products,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,1.0,utterly disappointed,low speed,negative,0
wd elements 2 tb wired external hard disk drive hddblack,5499.0,4.0,nice product,trustable,positive,2
adroitz superior quality anti cut safety hand glove13 nylon synthetic latex  safety gloves8,209.0,5.0,perfect product,good quality,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,2.0,moderate,not good,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,excellent,got if just for 19990 along with a moto pulse escape to say its the best deal i have ever got in my life the camera is just amazing at 20k price range i would just say go for it if you are a beginner,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,1.0,very poor,low speed,negative,0
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,4.0,very good,sound quality and microphone is good but previous version was batter,positive,2
the sharp club sh2004bk steel toe leather safety shoeblack s1,749.0,5.0,excellent,nice,positive,2
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,5.0,wonderful,paisa basul budget low supvvv,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,4.0,good quality product,best dslr camera for entry level user,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,mindblowing purchase,good and comfortable,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,just wow,nice quality,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,worth every penny,good product,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,5.0,perfect product,good producttq flipkart,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,classy product,it really nice,positive,2
adroitz superior quality anti cut safety hand glove13 nylon synthetic latex  safety gloves8,209.0,2.0,could be way better,not helping,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,classy product,good,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,worth every penny,good,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,1.0,utterly disappointed,slow heating,negative,0
atomberg renesa 1200 mm bldc motor with remote 3 blade ceiling fanivory  black pack of 1,3569.0,5.0,excellent,first time i purchased this bldc model fan actually i dont know about this product and performance it was received with nice packing and in time most important things are it comes with remote and it is not delivering any heat like ordinary fans good balue for money,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,excellent,nice,positive,2
aroma nb119 titanium  48 hours playtime bluetooth neckband bluetooth headsetgreen in the ear,499.0,5.0,brilliant,super,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,terrific,it is a wonderful innovation and a great technological companion happy with my buy,positive,2
stylera 5 pair anti cutting cut resistant hand safety gloves cutproof protection with rubber grade wet and dry glove nylon rubber  safety gloves10,236.0,1.0,terrible product,poor quality coating,negative,0
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,5.0,just wow,good,positive,2
sportsoul cotton gym  athletic abdomen supportblue,249.0,5.0,excellent,nice product,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,wonderful,superb product,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,1.0,unsatisfactory,very bad fan speed air,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,great product,good product,positive,2
bosch sms66gw01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,42000.0,5.0,must buy,using it for 4 months great to use especially has different settings for heavy utensils less utensils quick dry saves lot of time water though heavy on electricity best product in all dishwashera,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,great product,super,positive,2
bluechip 100 copper bl72smarttv32amp tv voltage stabilizer for led tvsmart tv up to 72  inches  set top box  home theater  with 3 years warranty  100 copper black gold,1547.0,5.0,terrific purchase,disign excellent,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,3.0,decent product,good,positive,2
nextron nxae100 voltage stabilizer for smart led tv for 324355 inchsset top box home theaterblack,1142.0,4.0,good quality product,nice product,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,nice product,nice,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,3.0,nice,we r eating soft rice but this rice is making hard,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,4.0,nice product,nice camera good pixils,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,highly recommended,great,positive,2
usha fp 3811 1000 w food processorblack silver,11500.0,4.0,good choice,good,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,super,i am very happy to buy this product,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,perfect product,super products,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,just wow,very good product,positive,2
hf mrf grand editon vk18  ideal for 1521 years hard plastic bat for tennis ball pvcplastic cricket  bat800900 g,425.0,3.0,good,superb and perfect bat,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,1.0,did not meet expectations,worst product pls do not buy this,negative,0
ifb neptune vx free standing 12 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,38490.0,5.0,wonderful,good coordination between flip kart and ifb my machine was delivered damaged but was replaced with out much hassle not bad good work,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,5.0,excellent,amazing producf,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,mindblowing purchase,nice productvery use full,positive,2
value adds wall mount set top box iron wall shelf number of shelves  1 black steel wall shelfnumber of shelves  1 black,195.0,3.0,decent product,good quality,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,2.0,bad quality,product not good,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,4.0,worth the money,great packing great product but u cant use it in the dim light and great product at a price of 24999,positive,2
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,5.0,classy product,good product value of money,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,wonderful,good quality,positive,2
ozarro black canvas light weight steel toe safety shoes s4420 steel toe canvas safety shoeblack s1,999.0,5.0,must buy,nice,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanbrown pack of 1,1349.0,1.0,very poor,its not good,negative,0
pigeon favourite electric kettle15 l silver black,699.0,5.0,perfect product,good product quality very nice thanku so much flipkart,positive,2
usha fp 3811 1000 w food processorblack silver,11500.0,5.0,classy product,best in d market,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,4.0,delightful,highly impressed,positive,2
aroma nb119 titanium  48 hours playtime bluetooth neckband bluetooth headsetgreen in the ear,499.0,5.0,terrific purchase,not so good but value for money,positive,2
seagate expansion for windows and mac with 3 years data recovery services  portable 1 tb external hard disk drive hddblack,4098.0,5.0,must buy,nice product quick delivery,positive,2
candes 60 l roompersonal air coolerwhite black creta,8999.0,5.0,terrific purchase,very soundless product and low price other company,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,simply awesome,nice,positive,2
atomberg renesa 1200 mm bldc motor with remote 3 blade ceiling fanivory  black pack of 1,3569.0,1.0,hated it,motor failed in 24 daysjust purchase on 12th may 2022motor failed yesterday,negative,0
lurags diamond natural brown set of 6 stumps with bailsbrown,469.0,1.0,not recommended at all,very worst wickets,negative,0
value adds wall mount set top box iron wall shelf number of shelves  1 black steel wall shelfnumber of shelves  1 black,195.0,5.0,super,good,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,classy product,late delivery but very nice product with steel oil collector,positive,2
pigeon favourite electric kettle15 l silver black,699.0,1.0,absolute rubbish,please ignore this product built quality is very lowjust after 3 days use cap got damagedvery cheap materials used please never buy this,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,4.0,really nice,havent use it till now but very sleek light look 45tb hdd wonder what take 500gb space in the hdd,negative,0
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,1.0,useless product,oneplus bullets wireless z2 headphones not working bluetooth option and call noise pollution not working,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,4.0,wonderful,good material used,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,4.0,good quality product,good quality,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,excellent,perfect and fast delivery,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,3.0,good,durability is questionablecooling is normal,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,4.0,pretty good,great product,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,simply awesome,its a good product using from last six months you can buy without any second thought,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,best in the market,nice one,positive,2
seagate expansion for windows and mac with 3 years data recovery services  portable 1 tb external hard disk drive hddblack,4098.0,3.0,good,good,positive,2
pigeon favourite electric kettle15 l silver black,699.0,3.0,fair,after 1week kettle switch not working,negative,0
wonderchef nutriblend fpcompact 350 w food processorblack,4499.0,5.0,mindblowing purchase,very usefull,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,5.0,fabulous,very smoothgood product,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,5.0,best in the market,best speaker ever have nice surrounding sound this huge mega 16 w speaker create awesome sound both treble and bass is awesome and battery life is also pretty awesome with this price point it is worth buying it,positive,2
pigeon favourite electric kettle15 l silver black,699.0,1.0,utterly disappointed,its not working very bad experience do not buy waste of time waste of money repeated suggestions do not buy,negative,0
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,1.0,useless product,useless productdont buyun happy service from flitkart,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,simply awesome,awesome product,positive,2
glun water quality purity tester 0990 ppm digital tds meter,199.0,5.0,simply awesome,value for money and useful,positive,2
inalsa fiesta 650 w food processorwhite,5390.0,4.0,good choice,this product make my time easy nice product just buy now,positive,2
adroitz superior quality anti cut safety hand glove13 nylon synthetic latex  safety gloves8,209.0,3.0,nice,quality is good but the size of small not suitable for medium or large size handsquick delivery from flipkartthank you flipkart,positive,2
faber ffsd 8pr 14s free standing 14 place settings intensive kadhai cleaning no prerinse required dishwasher,41990.0,4.0,pretty good,good for use only drawback is we cant wash aluminium utensils in dishwasher,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,3.0,good,looks good but wd hdd data copy paste speed not very good this is wrost speed to data copy,positive,2
rixen cricket net 20x10 feet cricket netblue,349.0,1.0,useless product,low quality products,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,great product,good quality camera worth for money,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,valueformoney,super,positive,2
butterfly cresta 4 jars 750 w food processorturquoise green,7649.0,5.0,worth every penny,wow,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,3.0,nice,decent,positive,2
airtel regular digital tv sdhd dth compatible remote universal remote controllerblack,209.0,2.0,bad quality,after using 3month its not work properly,negative,0
rixen cricket net 20x10 feet cricket netblue,349.0,1.0,dont waste your money,not good for cricketsize also very small2010 is wrong dont waste your money,negative,0
